Station Id,Station Name,Centre (Location),Business Domain,Total Project,Tags,Description,Project Domain,Title
8650,Amritatva Farm - Digital Marketing & Content Strategy,New Delhi,Finance and Mgmt,1,Any,"1. Digital Marketing &amp; Content Strategy•  Social Media Management: Focused on content creation and daily management for Instagram, LinkedIn, and Pinterest.• YouTube Strategy: Focused on video content creation, uploads, and channel monetization strategies.• Web &amp; Inbound Marketing: Focused on website updates, blog writing, SEO optimization, newsletters, and email marketing campaigns.","Digital Marketing,Content Creation",Digital Marketing & Content Strategy Intern
8654,Amritatva Farm - Market Expansion & Business Development-Bengaluru,Bengaluru,Finance and Mgmt,1,Any,Looking for students to drive both offline and online market expansion,Marketing and Business Development,Market Expansion & Business Development Intern
8651,Amritatva Farm - Market Expansion & Business Development-Delhi,New Delhi,Finance and Mgmt,1,Any,"Looking for students to drive both offline and online market expansion in NCR, Delhi",Marketing and Business Development,Market Expansion & Business Development Intern
8652,Amritatva Farm - Market Expansion & Business Development-Hyderabad,Hyderabad,Finance and Mgmt,1,Any,Looking for students to drive both offline and online market expansion,Marketing and Business Development,Market Expansion & Business Development Intern
8653,Amritatva Farm - Market Expansion & Business Development-Mumbai,Mumbai,Finance and Mgmt,1,-,Looking for students to drive both offline and online market expansion,-,Market Expansion & Business Development Intern
8653,Amritatva Farm - Market Expansion & Business Development-Mumbai,Mumbai,Finance and Mgmt,1,Any,Looking for students to drive both offline and online market expansion,Marketing and Business Development,Market Expansion & Business Development Intern
8605,Amukha Technologies Private Limited,Mumbai,CSIS/IT,3,"AnyB3,B3,AnyB3,B3,AnyB3,B3","Description: The project focuses on identifying early warning signals (EWS) that indicate potentialdefault risk in corporate loan portfolios. The intern will analyze financial statements, credit reports,operational indicators, and macroeconomic factors to detect patterns that precede loan defaultsSkill sets: Finance, Excel, Statistics,Description: The intern will analyze whether loan pricing adequately reflects borrower risk and whethersignals of deteriorating financial health are incorporated in pricing decisions. The study aims to identifycases where risk may be mispriced and suggest improvements to risk-based pricing frameworks.Skill sets: Finance, Excel,Description: This project aims to analyze data from the Real Estate Regulatory Authority (RERA) toidentify forward-looking risk indicators for real estate projects financed by lenders. The intern willexamine project registration details, construction progress, delays, developer track record, andcompliance data available under RERA to determine whether these factors can predict financial distressor project delays.Skill sets: Data Analysis, Finance, Real Estate knowledge","Credit Risk,Real Estate","Title: Identification of Early Warning Signals of Corporate Loan Default,Title: Loan Pricing and Mispricing of Early Warning Signals,Title: RERA data as forward Risk Indicators for Real Estate Projects"
6746,Amyush Techno Solution Pvt Ltd,Kota,Finance and Mgmt,5,"Any,Any,Any,Any,Any","Market expansion and priority town identification, retail and consumer behaviour study, lead generation and cold calling, expansion strategy.Skill Sets:Communication and persuasion skillsBusiness development and market expansionMaster convincing and negotiating techniques in a real-world settingGain first-hand experience in creating new distributor networksDevelop market analysis skills and understand consumer purchasing behaviorExposure to business expansion strategies and rural market penetrationExpected Learning:Understanding of market dynamics and customer segmentationSpecific Courses Required for Project Execution:  Marketing Management, Financial Basics or Business Communication,Description:  Understand the experience of channel partners associated with usSkill Sets:Good CommunicationUser Research skillsExpected Learning:  How Offline Distribution Network works,Description:  Analyze product performance, sales and complaints data to identify areas of improvement and optimization;Analyze raw material consumption to create automated ordering of raw material processes;Identify optimal safety stock for different seasons to ensure proper serving of customersSkill sets:  Data analytics, data visualization, data miningExpected learning:  How to deep dive into and leverage data to drive business outcomesSpecific courses required for project execution:  Basic data analytics course if any,Description:  How to improve Google Ranking for our brand PIXELSSkill sets:  SEO, Techniques for doing SEOExpected learning:  Understand how SEO works,Description:  Understand and chart company processes and then identify areas of optimization to improve operational performanceSkill sets:  Process Mapping, Process OptimizationExpected learning:  Detailed understanding of end-to-end manufacturing operations","General Management,Data Analysis,Data Analytics,Computer Science"," Market Research,Channel Partner Research,Data Analytics,SEO Improvement, Process Improvement"
4621,Ananta Medicare Limited,Sriganganagar,Health Care,5,"AnyA5,A5,AnyA5,A5,AnyA5,A5,AnyA5,A5,AnyA5,A5","Product development regulated market Development trials handling in process parameters evaluation ,Product development regulated market development trials handlingin process parameters evaluation ,product development regulated marketdevelopment trails handling in process parameters evaluation ,cleaning validation of ceftazidime injectionprofound knowledge of HPLC, Method development and method verification of analytical procedures ,Profound knowledge of HPLC, General chapter usp 1225Stability study for cefemine for injection under UV light ","Yet to be finalized,Quality Assurance,Quality","Formulation and evaulation,Formulation and evaluation ,Formulation  and evaluation,Analytical method validation for determination of residual trace of ceftazidime injection,Forced degradation study for cefepime for injection "
8768,Anish Pharma Equip Pvt. Ltd.,Nashik,Mechanical,1,"AnyA3,AnyA4,AnyA8,AnyAA,AnyAB,A4,A3,A8,AA,AB","Title: Pharma Process Automation systemDescription: End to end design and integration of a pharma process automation system combining mechanical subsystems with PLC-based control for operations.Skill sets: Awareness of machining and fabrication knowledgeExpected learning: Design and integration of a pharma process automation system combining mechanical subsystems with PLC-based control for operations like granulation, coating, and containment.The project emphasizes equipment-level functionality, sequencing, interlocks, and basic monitoring to reflect real-world pharmaceutical machinery",Industrial Automation,Pharma Process Automation system
6955,Anushka Jobtech Pvt. Ltd- Non Tech,Pune,Finance and Mgmt,1,Any,Details awaited,Yet to be finalized,Intern
6954,Anushka Jobtech Pvt. Ltd- Tech,Pune,Finance and Mgmt,3,"Any,Any,Any","Description: Design and develop a lightweight, rule-based candidate-job matching prototype withinthe Wix platform using Velo (Wix’s developer tool). Instead of full-blown AI, use logic-based matchingalgorithms to connect candidate personas (based on their inputs like interests, skills, experience, andpreferred culture) with company profiles and job postings on MyJobFactory. This prototype willsimulate the &amp;quot;feel&amp;quot; of AI matching while staying within Wix’s architecture.Skill sets:Basic logic-building and JavaScript (for Velo scripting)User flow designUnderstanding of candidate-job fit criteria Basic UI/UX thinking Research &amp;amp; persona mapping Wireframing tools (Figma, Canva, or Wix Editor)Expected learning:How to simulate intelligence in matching without deep AIExperience in product ideation within tech limitationsHands-on exposure to Wix’s developer tools (Velo)Understanding candidate journeys and experience optimizationTranslating user data into actionable logic flowsSpecific courses required for project execution:Product ManagementUX Design / Human-Centered Design Introduction to Programming (JavaScript basics),Description: Design and implement a dynamic dashboard that visually tracks how candidates engagewith employer profiles on MyJobFactory. The dashboard will help employers understand what contentresonates most — such as office tour videos, testimonials, DEI initiatives — and guide them inoptimizing their branding strategies.Skill sets:Data handling using Wix Data CollectionsBasic JavaScript for Wix (using Velo by Wix)Charting libraries (like Chart.js via Wix&amp;#39;s HTMLiframe**)UX design principlesData storytelling and visualizationExpected learning: Hands-on experience with Wix Velo development. Understanding of user engagement metrics in recruitmenttechCreating real-time dashboards using Wix APIs Applying business analytics in a live productenvironmentSpecific courses required for project execution: Data Analytics or Business IntelligenceIntroduction to Web Development or JavaScriptUX/UI DesignMarketing Analytics or Employer Branding (optional),Description: This project focuses on identifying, evaluating, and developing strategic partnerships toscale MyJobFactory&amp;#39;s presence across the recruitment and employer branding ecosystem. Interns willwork on designing partnership frameworks, reaching out to potential collaborators (such as HR techfirms, college TPOs, training platforms, career coaches, and startup incubators), and mapping thevalue proposition of each partnership type. The goal is to create a structured, scalable ecosystem thatdrives mutual value and sustained growth for MyJobFactory.Skill sets: Market research &amp;amp; competitor benchmarking Business communication &amp;amp; partner pitching Strategic thinking &amp;amp; problem solving CRM tools &amp;amp; LinkedIn for lead generation Basic understanding of recruitment / HR tech industryProposal and deck creationExpected learning: Understanding of strategic alliance building in early-stage startups Real-world exposure to B2B business developmentExperience in developing partnership proposals and MoUsBuilding pitch decks, partnership tiers, and co-marketing plansPractical networking and communication skills withindustry professionalsSpecific courses required for project execution:Strategic Management or Business StrategyMarketing / Brand Management Entrepreneurship or New Venture Creation Organizational Behavior / HR Fundamentals Business Communication",Yet to be finalized,"AI-Powered Candidate Persona Matcher,Visual Engagement Dashboard for Employers,Strategic Partnerships &amp; Ecosystem Development for MyJobFactory"
8666,APS LIFETECH,Pune,Health Care,1,"B1A7,A7",-,Yet to be finalized,Details awaited
8767,ARX India Pvt Ltd,New Delhi,Infrastructure,1,"AnyA2,A2","Title: Detail Design consultancy for Pune Metro (Working from Delhi Office)	Description: Preparation and review of detailed engineering designs for stations, viaducts, alignments, and utilities ensuring compliance with metro standards.Skill sets: Civil design, AutoCAD, structural analysis, project coordination.Expected learning: Metro design workflow, technical documentation, coordination.Specific courses required for project execution: Civil, Mechanical,",Infrastructure,Detail Design consultancy for Pune Metro (Working from Delhi Office)
5369,ASPIC Innovations Private Limited,Kolkata,CSIS/IT,1,"AnyA7,A7","Title: Software Development for components related to a B2B Tech platformDescription: Backend &amp; Front-End Development of specific project module(s) – exact scope will be discussed and agreed with the Candidates when they joinSkill sets: Java, Python, Web Technologies, JavaScript, My SQL, AL/MLExpected learning: Exposure to full stack development in implementing web applicationsSpecific courses required for project execution: Working Knowledge of some of the Technologies involved. Should be from Computer Science / IT Engineering streams.",Full Stack Development,Software Development for components related to a B2B Tech platform
8678,Atharv SecureTech Pvt Ltd,Hyderabad,CSIS/IT,3,"AnyA7,AnyAA,AnyA3,AnyA8,A7,AA,A3,A8,AnyA7,AnyB4,B4,A7,AnyB3,B3","Description: Students will participate in developing a cybersecurity assessment framework f‹x web and institutional systems. The project includes vulnerability identification, secure nding practices, and development of automated security evaluation tools aligned with industry standards.Sklll sets:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Python / C++ I JavaScript (basic)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Cybersecurity fundamentals&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Web technologies (HTML/CSS basics)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Linux environment famlllarlty&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;SOL&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;6ecure software lifecyde&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Vulnerability acaecsment methodology&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Cybersecurity tools usage&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Industry security compliance practices&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Collaborative software development8Paclttc couraas required for project execution:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Date Structures&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Programming Fundamentals&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Operating Systems (bash exposure)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Computer Networks&nbsp;&nbsp;&nbsp;refered,	Description: Students will work on research-oriented implementation of encryption algorithms for secure multimedia and medical image transmission. The project focuses on post-quantum cryptographlc techniques to protect data against future quantum attacks and integrates Al•based anomaly detection to identify unauthorized access, tampering, or abnormal patterns in the system.&nbsp;The work involves mathematical modeling, algorithm implementation, and performance evaluation of encryption and intelligent detection techniques for secure communication systems.&nbsp;&nbsp;Skill sets Required:•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Python (NumPy, OpenCV, Scikit-learn, TensorFlow I PyTorch)/ MATLAB•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Linear Algebra basics•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Mathematics background•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Algorithm implementation•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Liiboqs / PQCrypto (Post-Quantum Cryptography libraries•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;OpenSSL (for encryption implementation)•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Jupiter Notebook / VS Code / PyCharmExpected learning:•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Cryptographic principles•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Encryption algorithm design•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Mathematical modeling in cybersecurity•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Research methodology•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Scientific reporting &amp; presentationSpecific courses required for project execution:•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Discrete Mathematics•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Linear Algebra•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Signals/Mathematics courses•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ProgrammingAI/ML,Description: Students will conduct market research and economic analysis related to cybersecurity and digital security solutions, focusing on sectors such as healthcare, education, finance, and SMEs. The project involves industry analysis, customer need assessment, pricing strategy evaluation, and identification of market opportunities for cybersecurity products and services developed by Atharv SecureTech Pvt. Ltd.&nbsp;	Students will analyze market trends, competitor positioning, adoption barriers, and economic feasibility of cybersecurity solutions in the Indian and global markets. The outcome will support strategic decision-making, product positioning. and business expansion planning.&nbsp;Sklll Sets Required:•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Basic data analysis (Excel / Python preferred)•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Analytical and quantitative reasoning•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Market research techniques•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Report writing and presentation skills•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Economic interpretation of data•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Communication and survey design skills&nbsp;Expected Learning:&nbsp;•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Cybersecurity industry landscape understanding•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Market sizing and demand estimation•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Economic feasibility analysis•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Pricing and business model evaluation•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Data-driven decision making•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Professional research reporting•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Industry consulting exposure&nbsp;Specific Courses Required for Project Execution:&nbsp;•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Economics / Applied Econometrics•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Statistics / Probability•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Quantitative Methods","Software Development,Data Science,Economics and Finance","Secure Software Development & Cybersecurity Assessment Framework ,Applied Cryptography, Post-Quantum Security & Al-Based Anomaly Detection for Secure Image Transmission,Cybersecurity Market Research & Economic Analysis for Digital Security Solutions"
